num,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties+,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength+,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
5513,5902,0,69,59,30,49,57,68,74,53,63,26,31,36,22,25,30,32,23,30,72,67,23,49,61,60,67,64,66,69,65,67,70,69,72,71,77,69,0,3,2,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5514,5902,0,69,69,68,66,69,19,68,20,18,6,5,50,6,8,19,48,10,13,42,38,13,7,35,34,62,17,45,7,11,6,11,13,48,22,52,26,0,2,1,0,0,0,0,27,0,0,0,0,0,69,68,66,68,69
5515,5902,0,69,51,72,54,57,28,76,51,51,74,75,80,60,63,71,58,42,45,64,47,44,53,55,63,69,62,51,24,71,21,25,25,78,81,82,55,0,4,2,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5516,5902,0,69,73,68,53,62,37,78,68,77,72,67,75,62,68,60,60,46,38,62,39,43,59,55,71,65,67,70,23,72,35,38,33,86,71,87,60,0,4,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5517,5902,0,69,72,66,69,73,44,62,71,73,60,64,70,69,65,65,73,67,61,70,67,63,74,85,80,61,70,70,39,45,31,57,56,62,60,61,66,0,3,3,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5518,5902,0,69,65,27,50,51,67,77,63,66,23,24,40,17,24,42,37,47,28,62,58,23,44,54,56,68,57,58,64,61,69,70,68,77,70,82,74,0,3,2,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5519,5902,0,69,78,48,65,72,64,68,81,76,64,48,55,44,38,33,64,64,38,70,68,48,69,83,87,67,70,70,66,49,66,66,59,68,80,61,70,0,3,3,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5520,5902,0,69,60,49,58,59,68,78,57,63,55,44,60,53,40,44,58,50,42,64,63,40,57,50,53,64,63,65,68,69,70,67,65,77,77,82,69,0,4,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5521,5902,0,69,82,67,58,70,40,69,80,83,70,66,73,66,65,64,61,55,60,61,50,64,72,77,72,63,69,58,35,67,32,45,35,81,75,71,54,0,5,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5522,5902,0,69,62,64,70,68,60,76,67,57,64,58,72,70,63,68,71,67,75,70,72,71,62,68,82,67,73,70,63,55,61,61,56,71,82,75,73,0,4,3,0,0,0,0,36,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5523,5902,0,69,65,62,67,69,65,74,63,66,67,55,74,65,57,68,68,68,68,68,62,67,69,73,79,74,65,68,61,66,59,71,70,70,82,67,83,0,3,2,0,0,0,0,33,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5524,5902,0,69,70,65,67,69,67,74,70,70,68,62,72,67,58,67,67,62,62,70,69,65,68,69,66,68,70,72,68,61,66,69,65,74,77,74,71,0,4,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5525,5902,0,69,71,56,67,73,61,68,69,72,53,43,74,69,49,50,68,59,54,72,71,58,72,75,72,75,72,75,66,48,59,62,65,58,81,56,82,0,3,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5526,5902,0,69,75,68,65,70,41,58,76,75,68,68,69,68,66,60,67,66,56,67,62,62,69,80,74,64,69,66,42,39,45,39,32,58,69,57,48,0,3,3,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5527,5902,0,69,57,71,47,57,23,79,53,61,74,74,71,61,72,73,54,41,58,47,42,45,53,51,47,65,63,64,11,81,16,22,17,89,62,91,66,0,2,3,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5528,5902,0,69,71,43,57,62,68,74,67,74,56,40,53,38,41,47,54,44,38,67,65,45,61,64,62,65,63,62,68,69,66,69,65,79,64,80,71,0,2,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5529,5902,0,69,67,36,50,59,67,78,61,72,48,31,48,29,34,47,46,41,29,61,53,33,58,64,51,60,60,65,68,70,65,69,63,79,72,83,71,0,3,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5530,5902,0,69,65,46,64,64,66,73,64,66,64,48,53,40,20,41,65,68,41,66,64,58,63,60,63,67,68,63,65,65,66,68,66,73,78,71,70,0,3,3,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5531,5902,0,69,89,61,60,71,34,62,90,88,69,64,55,56,62,64,59,63,61,63,53,58,72,81,80,64,66,61,32,33,36,33,31,64,63,64,55,0,3,3,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5532,5902,0,69,68,60,70,73,61,78,67,69,59,55,74,61,51,61,70,67,64,72,70,78,70,78,79,69,73,79,63,51,59,67,59,70,78,77,80,0,3,3,0,0,0,0,35,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5533,5902,0,69,73,62,70,69,61,69,74,73,67,56,72,65,57,55,67,73,67,71,67,68,67,77,76,65,69,66,64,41,62,63,62,59,88,62,66,0,3,3,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5534,5902,0,69,86,67,63,68,60,72,86,86,62,66,73,69,59,51,62,62,67,64,62,69,65,82,84,63,66,62,61,55,60,62,59,75,88,64,72,0,3,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5535,5902,0,69,59,66,71,64,70,62,72,49,58,62,72,74,55,58,69,70,75,71,74,75,64,50,70,64,66,73,73,56,70,70,73,71,53,69,53,0,2,3,0,0,0,0,33,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5536,5902,0,69,69,53,62,60,66,71,69,69,55,58,57,42,44,43,59,66,44,64,57,67,55,68,61,59,64,60,74,57,64,67,66,71,77,72,62,0,3,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5537,5902,0,69,66,51,61,69,59,72,70,63,58,46,64,55,40,39,68,40,45,72,67,41,64,69,85,74,74,67,66,39,46,71,66,59,75,70,75,0,2,3,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5538,5902,0,69,61,41,54,60,69,66,61,61,42,38,49,40,28,44,49,43,27,64,59,52,59,52,57,67,63,68,69,70,68,70,69,76,42,77,66,0,3,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5539,5902,0,69,84,68,65,74,47,66,84,84,70,65,72,70,70,60,66,61,66,68,59,66,74,78,78,71,74,67,46,55,43,49,45,74,78,62,59,0,3,3,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5540,5902,0,69,79,70,58,68,26,68,77,81,70,70,75,65,68,64,66,53,42,62,50,60,68,74,71,67,67,68,25,60,22,22,18,73,74,62,73,0,4,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5541,5902,0,69,53,64,69,68,63,76,57,50,63,62,69,65,58,65,68,68,70,69,68,69,66,70,76,70,69,69,65,49,65,65,61,62,85,72,78,0,4,3,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5542,5902,0,69,65,69,69,69,30,57,59,69,70,70,71,69,53,64,70,69,72,69,67,68,68,70,72,63,71,66,13,60,45,21,18,64,52,60,55,0,3,3,0,0,0,0,34,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5543,5902,0,69,68,60,71,70,61,67,69,68,65,52,70,70,64,50,70,60,75,75,74,74,67,76,76,62,75,66,64,52,62,62,62,65,69,67,65,0,3,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5544,5902,0,69,69,62,66,69,64,66,68,69,64,63,60,65,61,49,67,63,58,68,67,57,66,81,87,69,68,65,68,44,63,68,64,55,85,58,66,0,4,3,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5545,5902,0,69,60,70,69,75,46,57,65,55,71,69,74,70,70,68,79,69,66,63,70,80,78,76,57,64,75,81,40,70,45,43,42,71,32,66,61,0,4,4,0,0,0,0,36,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5546,5902,0,69,63,29,48,55,70,74,68,59,27,22,46,26,30,46,31,60,31,56,45,40,49,56,52,66,59,70,67,68,72,70,72,78,69,79,67,0,2,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5547,5902,0,69,71,56,61,66,65,71,68,73,53,54,68,55,39,51,49,70,45,66,57,60,67,65,67,70,65,57,65,58,67,65,66,69,73,70,69,0,3,2,0,0,0,0,33,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5548,5902,0,69,35,46,58,62,68,79,34,35,50,36,65,47,45,45,62,49,33,62,63,55,62,47,59,68,64,67,68,64,69,68,67,68,76,83,75,0,2,2,0,0,0,0,37,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5549,5902,0,69,59,44,52,56,67,81,48,68,45,36,67,41,38,36,55,40,26,63,57,29,58,32,33,63,61,62,65,65,66,69,65,75,75,88,71,0,3,2,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5550,5902,0,69,73,63,64,69,63,68,75,72,64,66,62,64,46,56,65,65,48,67,65,52,70,77,71,66,67,63,62,59,64,63,61,71,79,64,62,0,2,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5551,5902,0,69,71,68,67,68,52,64,69,72,69,70,69,66,60,55,70,62,50,72,66,62,68,70,67,63,69,66,54,62,53,55,30,70,71,65,50,0,3,3,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5552,5902,0,69,76,61,66,73,60,58,80,73,66,58,65,64,58,54,72,62,58,67,66,61,73,83,89,67,70,64,64,41,58,65,58,49,86,40,69,0,3,3,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5553,5902,0,69,70,59,69,66,54,72,71,70,63,53,68,62,65,56,72,55,71,74,70,64,64,69,61,67,70,65,64,40,53,56,45,59,87,66,72,0,4,3,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5554,5902,0,69,68,37,50,52,69,69,69,68,31,28,50,42,32,52,28,48,29,66,60,30,42,57,63,70,59,65,67,72,65,72,70,77,70,69,65,0,3,2,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5555,5902,0,69,78,67,65,70,30,58,80,77,68,68,72,66,60,52,67,66,77,65,58,61,71,75,78,57,69,55,25,46,27,30,33,63,70,57,42,0,3,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5556,5902,0,69,65,73,37,65,19,67,63,67,72,73,75,72,75,75,42,34,51,35,29,50,67,57,70,69,63,72,13,75,13,14,11,81,68,77,35,0,4,2,0,0,0,0,34,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5557,5902,0,69,74,66,59,67,30,79,69,78,68,67,74,58,60,63,63,54,43,65,52,54,70,61,54,64,69,63,24,69,28,24,25,83,69,88,70,0,3,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5558,5902,0,69,39,30,45,43,67,81,37,41,31,24,55,20,28,28,34,35,21,60,54,21,34,38,42,60,52,62,64,74,63,70,71,76,69,87,81,0,3,2,0,0,0,0,33,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5559,5902,0,69,63,68,65,69,38,66,68,59,72,70,68,66,67,57,68,66,57,68,60,58,70,68,63,70,70,69,38,68,34,35,30,72,75,67,53,0,3,2,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5560,5902,0,69,70,67,69,69,36,68,34,40,14,14,52,13,20,15,52,14,15,38,41,19,18,52,34,65,22,52,12,12,16,20,18,61,32,70,32,0,2,1,0,0,0,0,32,0,0,0,0,0,70,67,69,68,69
5561,5902,0,69,68,59,69,70,64,69,70,66,63,56,63,64,50,45,70,67,59,70,70,68,67,78,79,70,70,65,65,52,65,67,64,64,74,62,79,0,2,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5562,5902,0,69,65,47,64,68,68,73,67,63,59,38,52,62,37,49,65,58,65,69,65,53,67,68,76,68,68,70,68,64,68,69,65,74,73,73,74,0,3,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5563,5902,0,69,55,33,54,63,69,70,53,56,33,35,26,33,27,48,41,53,37,64,63,37,66,55,57,68,61,63,68,65,66,73,69,70,62,74,72,0,2,2,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5564,5902,0,69,70,34,51,51,70,73,70,70,38,22,64,28,27,45,44,45,35,63,54,23,40,64,65,64,59,53,70,75,69,70,65,83,73,76,65,0,3,2,0,0,0,0,36,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5565,5902,0,69,67,64,71,72,59,60,68,66,62,58,73,72,60,56,73,69,70,74,69,66,71,76,76,59,73,74,64,42,60,61,60,54,63,59,61,0,4,3,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5566,5902,0,69,75,68,55,67,28,72,72,77,71,70,70,60,62,72,58,44,54,62,49,55,64,81,66,68,67,68,25,70,23,23,21,83,79,81,40,0,3,4,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5567,5902,0,69,60,49,63,63,67,76,66,55,52,44,57,51,39,64,59,48,59,70,72,57,58,67,69,71,64,70,68,70,69,65,64,77,70,76,82,0,3,2,0,0,0,0,36,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5568,5902,0,69,71,57,64,67,69,72,69,72,67,60,67,48,30,40,65,66,35,66,64,66,66,67,66,67,68,68,69,68,68,69,68,78,66,77,67,0,3,3,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5569,5902,0,69,84,65,50,67,22,68,75,91,73,71,64,55,61,59,55,31,30,63,43,48,67,69,70,69,68,60,16,66,16,19,12,78,80,71,43,0,3,3,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5570,5902,0,69,76,41,64,69,63,60,77,76,60,42,38,40,33,40,61,68,44,67,63,53,67,82,87,65,69,52,64,42,66,66,65,56,73,54,61,0,3,3,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5571,5902,0,69,91,59,59,69,50,66,90,92,60,58,64,60,54,55,58,69,44,61,50,51,66,89,92,75,64,51,62,35,40,55,60,59,90,54,68,0,2,3,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5572,5902,0,69,75,56,63,66,64,66,78,72,69,55,59,54,43,59,63,52,56,70,70,48,62,72,83,67,69,62,70,42,61,68,66,61,85,60,58,0,3,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5573,5902,0,69,86,58,60,75,33,42,90,83,60,62,57,56,40,54,65,63,37,61,58,49,75,87,90,61,72,59,29,32,32,35,37,48,67,34,29,0,4,4,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5574,5902,0,69,71,68,59,65,28,72,69,73,72,69,67,64,69,64,52,63,43,66,52,54,65,66,55,66,67,61,25,75,21,22,23,84,58,78,72,0,3,2,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5575,5902,0,69,80,69,52,70,31,72,81,79,66,69,75,67,58,66,53,47,44,58,48,48,70,77,85,62,70,56,29,61,29,25,29,85,61,81,62,0,4,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5576,5902,0,69,74,49,60,67,64,69,75,73,60,49,50,46,47,46,56,66,40,65,58,46,67,71,68,65,68,50,64,50,63,68,65,68,74,69,63,0,2,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5577,5902,0,69,64,64,66,69,66,76,65,64,67,62,61,65,62,80,64,59,52,72,70,63,67,70,71,70,71,73,67,68,66,65,65,75,81,75,70,0,3,3,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5578,5902,0,69,69,62,67,76,49,40,76,63,60,60,67,65,65,56,69,59,60,72,68,65,76,86,84,57,75,65,49,48,42,56,50,50,50,34,39,0,3,3,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5579,5902,0,69,74,67,73,68,41,48,73,74,65,64,70,72,62,69,70,72,73,75,71,73,68,77,68,54,67,69,47,55,24,54,30,59,54,45,44,0,3,4,0,0,0,0,34,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5580,5902,0,69,55,37,59,56,69,73,49,59,37,31,51,36,28,47,52,52,42,67,68,42,58,45,50,54,60,53,69,74,71,68,63,77,63,79,71,0,3,2,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5581,5902,0,69,53,56,61,64,69,73,52,54,42,55,65,56,33,60,58,66,37,64,67,45,62,59,67,70,65,68,68,62,65,74,70,70,66,76,76,0,3,2,0,0,0,0,33,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5582,5902,0,69,81,68,65,72,34,53,80,81,62,68,70,65,68,75,63,63,72,65,66,65,74,77,90,59,70,60,27,35,38,32,40,51,80,46,38,0,3,4,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5583,5902,0,69,72,30,56,59,69,73,71,72,29,29,38,25,25,32,33,61,24,67,65,46,54,57,57,66,66,58,68,68,68,70,67,78,73,74,68,0,3,2,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5584,5902,0,69,71,66,59,70,26,70,70,71,72,70,70,56,51,56,59,59,33,66,57,41,70,70,69,66,71,61,18,66,31,16,15,76,71,74,56,0,3,3,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5585,5902,0,69,66,65,68,67,62,68,65,66,70,63,68,67,58,58,68,64,44,74,70,56,66,58,66,67,71,65,65,66,58,64,60,70,73,66,68,0,3,2,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5586,5902,0,69,70,51,55,57,68,75,68,71,46,40,70,62,42,53,47,45,55,63,56,58,55,60,58,62,59,55,66,69,67,70,68,78,73,78,70,0,4,2,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5587,5902,0,69,38,49,53,42,67,82,36,39,46,40,67,59,22,38,43,48,53,60,63,29,37,32,36,65,49,55,68,69,69,66,64,73,73,91,75,0,2,2,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5588,5902,0,69,88,61,62,70,27,50,86,90,64,58,64,64,66,60,64,65,54,65,52,68,68,85,77,66,69,65,23,34,35,21,23,48,77,36,54,0,5,3,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5589,5902,0,69,85,67,59,71,25,62,85,85,63,72,64,65,55,55,56,63,40,62,56,61,73,77,71,50,71,56,23,36,20,26,30,58,62,70,41,0,3,3,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5590,5902,0,69,74,58,60,78,32,54,84,65,66,62,60,50,47,45,63,58,43,63,54,65,82,77,75,65,77,62,30,42,24,40,26,56,68,47,54,0,2,3,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5591,5902,0,69,72,69,63,69,35,71,70,73,74,68,71,69,68,69,66,62,60,64,61,64,69,69,72,67,68,73,34,68,35,28,29,74,75,70,67,0,4,3,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5592,5902,0,69,61,71,67,69,58,68,53,67,74,70,74,72,68,64,69,59,56,71,69,69,68,68,69,72,70,73,61,74,50,61,48,72,76,69,54,0,3,3,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5593,5902,0,69,55,64,67,67,63,67,54,56,73,65,68,63,54,48,68,62,47,72,70,67,65,68,71,67,70,64,64,52,66,64,58,59,78,65,62,0,3,3,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5594,5902,0,69,63,29,61,58,69,74,59,67,29,21,45,32,25,38,48,58,28,72,74,48,55,51,59,67,63,62,67,67,68,71,67,81,77,75,66,0,3,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5595,5902,0,69,78,36,59,66,62,63,77,79,44,32,52,29,24,38,50,69,37,65,57,47,64,69,72,65,67,67,63,42,63,66,64,53,75,61,56,0,3,2,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5596,5902,0,69,67,39,60,63,67,71,74,62,53,35,43,41,30,37,48,66,32,67,64,47,62,69,70,60,64,51,63,65,65,70,70,74,83,67,67,0,3,2,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5597,5902,0,69,59,61,67,63,68,75,60,58,58,56,74,62,57,54,68,61,67,71,69,61,62,60,53,65,67,67,68,67,67,70,69,75,74,77,69,0,3,3,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5598,5902,0,69,74,38,59,65,64,65,74,74,54,28,59,39,26,40,46,62,61,67,56,52,64,70,72,65,67,54,65,57,62,68,66,69,74,60,64,0,4,2,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5599,5902,0,69,79,39,56,64,64,78,77,80,58,29,55,40,32,39,52,59,29,63,53,45,65,70,71,60,60,55,70,63,59,65,66,83,85,80,64,0,3,2,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5600,5902,0,69,64,67,69,69,36,55,63,64,71,65,70,72,55,68,73,62,68,72,68,65,67,84,83,65,68,62,32,46,34,36,44,58,53,61,44,0,4,3,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5601,5902,0,69,67,47,64,63,66,67,66,68,47,39,62,50,45,48,62,55,62,70,71,48,55,73,79,70,66,69,66,56,66,70,62,63,81,59,70,0,3,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5602,5902,0,69,70,40,52,55,69,71,69,70,29,41,45,39,34,38,37,64,40,59,46,42,45,67,65,64,62,60,68,67,72,69,68,78,56,78,69,0,2,2,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5603,5902,0,69,78,69,55,73,36,52,78,78,67,74,64,65,55,79,55,67,45,55,45,55,78,77,67,55,72,55,22,55,33,42,40,68,60,55,32,0,3,3,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5604,5902,0,69,79,55,65,70,64,70,78,79,64,54,59,50,62,44,66,66,41,68,64,63,70,80,72,66,67,69,60,59,63,68,65,75,69,70,71,0,3,3,0,0,0,0,33,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5605,5902,0,69,71,58,64,71,64,75,70,71,58,53,65,62,50,57,64,56,49,70,65,63,69,78,79,63,71,70,65,53,64,68,65,69,76,73,80,0,3,3,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5606,5902,0,69,70,66,46,69,30,69,69,70,70,73,68,53,56,52,45,31,36,60,43,37,69,68,54,67,72,68,20,66,17,39,22,73,71,70,65,0,2,2,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5607,5902,0,69,49,55,61,71,68,69,43,53,62,45,70,68,34,49,68,43,49,67,61,67,69,66,74,70,74,74,65,58,67,74,67,59,70,67,75,0,3,2,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5608,5902,0,69,76,33,57,63,66,68,74,78,44,34,32,30,34,36,48,60,37,63,61,48,60,75,73,65,62,66,65,55,66,71,68,70,77,67,61,0,2,2,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5609,5902,0,69,90,59,59,71,27,41,90,90,65,66,61,48,39,54,61,59,33,65,52,58,70,87,74,60,71,58,22,55,25,25,20,61,58,35,30,0,3,3,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5610,5902,0,69,79,64,68,70,60,66,83,76,69,66,60,67,53,65,67,64,57,72,70,62,67,84,81,71,70,65,58,55,58,65,62,74,71,65,62,0,4,2,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5611,5902,0,69,65,36,52,55,71,66,60,69,40,23,60,38,31,42,44,56,33,59,49,51,53,46,54,68,58,53,68,68,69,74,74,70,55,69,70,0,3,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
5612,5902,0,69,71,67,70,72,35,68,37,32,7,7,53,8,6,10,22,12,13,24,16,12,5,41,27,55,15,33,8,14,16,11,14,43,16,30,22,0,3,1,0,0,0,0,28,0,0,0,0,0,71,67,70,68,72
5613,5902,0,69,74,69,55,67,24,71,67,79,70,70,71,65,65,75,57,38,61,63,50,60,67,63,61,66,70,61,20,68,22,15,20,78,64,77,63,0,4,4,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
